Train Name,Train Number,Year,Month,Food Item,Region,Quantity Sold,Total Sale
Garib Rath,22119,2021,10,Aam Panna,Nagpur,34,4804.42
Garib Rath,12917,2022,3,Chai,Chennai,47,3042.22
Shatabdi Express,12301,2023,7,Coconut Water,Chandigarh,99,7195.89
Tejas Express,22119,2023,11,Samosa,Ahmedabad,12,7539.36
Sampark Kranti,82355,2022,10,Ice Cream,Kolkata,11,8015.58
Garib Rath,22439,2023,2,Pakora,Ahmedabad,14,465.29
Rajdhani Express,12595,2021,4,Coconut Water,Chandigarh,70,259.78
Vande Bharat Express,12909,2021,12,Shikanji,Guwahati,29,3603.98
Jan Shatabdi Express,12917,2023,6,Bhajji,Kolkata,85,1633.98
Rajdhani Express,12909,2021,11,Lassi,Kolkata,47,7914.66
Sampark Kranti,22439,2021,5,Lemonade,Kochi,89,5295.12
Shatabdi Express,12051,2023,9,Juice,Amritsar,45,8110.7
Sampark Kranti,12917,2022,10,Aam Panna,Bhubaneswar,55,1869.01
Jan Shatabdi Express,12201,2023,4,Bhutta,Raipur,46,6203.59
Vande Bharat Express,12917,2023,5,Kachori,Amritsar,63,5750.69
Jan Shatabdi Express,22439,2023,4,Pakora,Raipur,30,3442.49
Duronto Express,12595,2023,8,Bhutta,Ahmedabad,30,5143.39
Vande Bharat Express,12917,2022,8,Chai,Mumbai,79,5835.93
Sampark Kranti,22439,2022,3,Vada Pav,Amritsar,93,8728.09
Garib Rath,12001,2021,1,Hot Chocolate,Pune,69,701.64
Sampark Kranti,12301,2021,6,Chilled Water,Bhubaneswar,45,8091.7
Sampark Kranti,22119,2023,2,Pakora,Chandigarh,86,9600.85
Vande Bharat Express,12001,2021,2,Momo,Shimla,20,7209.99
Duronto Express,22439,2022,3,Hot Chocolate,Guwahati,97,7263.62
Sampark Kranti,82355,2021,8,Chai,Guwahati,92,2264.25
Rajdhani Express,12051,2021,3,Aam Panna,Shimla,96,5201.07
Suvidha Express,22119,2021,7,Hot Chocolate,Bangalore,40,6961.31
Humsafar Express,82355,2023,10,Bhutta,Chennai,46,5963.5
Humsafar Express,12595,2021,10,Jalebi,Kochi,69,3873.27
Sampark Kranti,12909,2022,9,Lemonade,Kochi,70,9215.45
Rajdhani Express,12201,2022,8,Aam Panna,Nagpur,76,5113.6
Garib Rath,22119,2022,1,Sugarcane Juice,Bhubaneswar,38,9501.89
Shatabdi Express,12001,2022,7,Bhutta,Raipur,76,5593.82
Shatabdi Express,12051,2021,7,Jalebi,Kochi,88,7803.01
Vande Bharat Express,82355,2023,8,Vada Pav,Kolkata,80,7308.63
Humsafar Express,22439,2022,10,Bhajji,Nagpur,76,6527.02
Sampark Kranti,22119,2022,5,Chilled Water,Pune,25,305.28
Shatabdi Express,12909,2023,10,Lassi,Guwahati,54,911.4
Sampark Kranti,22439,2023,9,Coconut Water,Mumbai,43,5763.32
Vande Bharat Express,82355,2022,9,Hot Chocolate,Bhopal,93,8942.69
Humsafar Express,12051,2022,8,Jalebi,Chennai,53,5952.54
Jan Shatabdi Express,12917,2023,6,Jalebi,Shimla,87,2437.73
Suvidha Express,12909,2022,6,Bhutta,Shimla,51,3248.43
Suvidha Express,22439,2022,1,Bhajji,Bhubaneswar,44,6164.48
Shatabdi Express,12909,2021,6,Hot Chocolate,Pune,84,5913.19
Suvidha Express,12595,2023,4,Bhajji,Bhubaneswar,93,9365.47
Jan Shatabdi Express,22439,2021,4,Momo,Shimla,39,5258.93
Sampark Kranti,22119,2021,2,Pakora,Pune,62,3583.38
Vande Bharat Express,12917,2023,11,Bhutta,Shimla,67,5219.54
Jan Shatabdi Express,12917,2021,4,Soup,Chennai,37,7734.2
Vande Bharat Express,12201,2022,5,Lemonade,Mumbai,24,5367.5
Vande Bharat Express,12909,2021,12,Lassi,Mumbai,47,3304.59
Humsafar Express,12001,2023,5,Thukpa,Pune,59,3425.57
Sampark Kranti,12917,2022,5,Aam Panna,Bhopal,22,7450.98
Rajdhani Express,12917,2022,4,Falooda,Bangalore,44,805.7
Suvidha Express,12595,2022,1,Juice,Ahmedabad,33,2810.81
Rajdhani Express,12301,2022,10,Jhalmuri,Chennai,74,1639.19
Humsafar Express,12595,2021,8,Thukpa,Bangalore,97,9259.32
Vande Bharat Express,12595,2021,3,Bhutta,Raipur,100,1033.31
Shatabdi Express,12301,2022,2,Momo,Kochi,27,7464.19
Suvidha Express,12909,2023,9,Samosa,Amritsar,67,6234.42
Suvidha Express,22439,2022,7,Coffee,Amritsar,35,6257.32
Sampark Kranti,12051,2021,9,Ice Cream,Mumbai,38,7514.72
Duronto Express,12001,2022,2,Chilled Water,Nagpur,81,4021.09
Tejas Express,12917,2021,9,Lemonade,Bangalore,53,4023.55
Tejas Express,12201,2022,10,Thukpa,Amritsar,99,2945.1
Tejas Express,12001,2023,9,Soup,Bangalore,14,5919.89
Duronto Express,22439,2022,11,Aam Panna,Chennai,42,9116.18
Sampark Kranti,12301,2023,9,Juice,Bhubaneswar,14,9060.14
Duronto Express,12001,2023,10,Ice Cream,Guwahati,45,6932.62
Tejas Express,12917,2022,10,Falooda,Nagpur,86,8888.82
Humsafar Express,12001,2023,4,Coconut Water,Ahmedabad,90,9440.7
Jan Shatabdi Express,12051,2023,10,Samosa,Kochi,22,7819.59
Vande Bharat Express,12301,2021,3,Coffee,Bhopal,34,4091.79
Duronto Express,12001,2021,6,Ice Cream,Chandigarh,67,4817.5
Sampark Kranti,12917,2023,3,Bhutta,Guwahati,11,9130.15
Sampark Kranti,12917,2022,11,Samosa,Chennai,97,6615.43
Rajdhani Express,12001,2023,9,Lassi,Guwahati,45,8065.9
Jan Shatabdi Express,12909,2022,3,Hot Chocolate,Nagpur,34,1283.77
Shatabdi Express,12201,2021,2,Jalebi,Kolkata,43,2032.53
Suvidha Express,82355,2022,8,Falooda,Ahmedabad,21,3478.39
Tejas Express,12595,2023,6,Thukpa,Shimla,28,1978.04
Shatabdi Express,12301,2023,8,Ice Cream,Kochi,46,8891.51
Rajdhani Express,82355,2023,7,Bhajji,Raipur,10,2253.82
Tejas Express,22439,2023,3,Lassi,Raipur,69,5529.41
Jan Shatabdi Express,22439,2023,8,Hot Chocolate,Raipur,76,988.64
Rajdhani Express,12917,2022,10,Jalebi,Raipur,58,1657.71
Tejas Express,22439,2023,1,Ice Cream,Pune,99,2547.64
Jan Shatabdi Express,12909,2021,1,Coconut Water,Amritsar,88,9627.2
Garib Rath,12201,2023,10,Aam Panna,Guwahati,55,7838.44
Shatabdi Express,22439,2022,8,Coconut Water,Ahmedabad,57,6649.57
Shatabdi Express,12051,2023,9,Hot Chocolate,Chandigarh,77,8985.82
Suvidha Express,12201,2023,10,Bhutta,Kochi,28,9370.33
Jan Shatabdi Express,12909,2022,6,Tea,Chandigarh,97,4532.07
Duronto Express,82355,2023,5,Samosa,Bangalore,49,3320.35
Garib Rath,12201,2022,2,Kachori,Guwahati,15,3201.24
Humsafar Express,12201,2023,11,Coffee,Shimla,89,510
Tejas Express,82355,2021,9,Falooda,Shimla,72,2857.81
Garib Rath,12909,2023,6,Ice Cream,Chandigarh,44,3583.67
Jan Shatabdi Express,22439,2022,8,Shikanji,Amritsar,81,521.26
Vande Bharat Express,12917,2021,9,Lassi,Ahmedabad,70,8661.84
Tejas Express,12301,2022,9,Vada Pav,Kolkata,14,8327.36
Sampark Kranti,82355,2023,8,Samosa,Bhopal,46,2586.97
Shatabdi Express,82355,2021,12,Kachori,Mumbai,85,7891.34
Jan Shatabdi Express,82355,2022,10,Tea,Kolkata,98,7830.24
Sampark Kranti,82355,2021,8,Thukpa,Amritsar,97,3390.84
Suvidha Express,12301,2021,3,Shikanji,Bhubaneswar,20,6875.9
Rajdhani Express,12301,2022,3,Tea,Chennai,49,2956.19
Humsafar Express,22439,2021,2,Lassi,Kolkata,74,842.54
Humsafar Express,12001,2022,1,Coconut Water,Raipur,17,5025.15
Sampark Kranti,12001,2021,4,Juice,Chandigarh,96,4385.32
Shatabdi Express,22119,2021,2,Shikanji,Chennai,93,1495.91
Suvidha Express,82355,2021,2,Lemonade,Kolkata,20,4888.04
Vande Bharat Express,82355,2023,11,Juice,Pune,80,9304.56
Shatabdi Express,12201,2023,11,Jhalmuri,Pune,67,7206.31
Garib Rath,12001,2022,5,Pakora,Amritsar,57,7278.3
Humsafar Express,22439,2021,4,Jalebi,Pune,22,7458.1
Garib Rath,12917,2022,1,Tea,Mumbai,69,7333.76
Tejas Express,22119,2023,9,Coffee,Ahmedabad,58,357.65
Duronto Express,22119,2023,4,Vada Pav,Bhopal,76,9066.95
Jan Shatabdi Express,22439,2023,5,Vada Pav,Chandigarh,16,8156.8
Suvidha Express,12917,2023,7,Samosa,Guwahati,86,2809.12
Shatabdi Express,12201,2022,2,Aam Panna,Kochi,34,5486.67
Humsafar Express,12301,2021,8,Juice,Nagpur,32,6085.99
Garib Rath,12595,2022,11,Juice,Bhubaneswar,60,1436.15
Rajdhani Express,12001,2021,2,Coconut Water,Guwahati,56,2610.68
Tejas Express,82355,2023,11,Bhutta,Bangalore,14,389.88
Jan Shatabdi Express,22439,2021,10,Jalebi,Raipur,22,8482.29
Jan Shatabdi Express,12001,2023,5,Kachori,Amritsar,51,405.81
Shatabdi Express,82355,2022,12,Hot Chocolate,Chandigarh,14,3233.78
Suvidha Express,12595,2021,2,Jhalmuri,Kochi,32,919.26
Vande Bharat Express,12595,2022,2,Thukpa,Ahmedabad,71,7687.72
Rajdhani Express,12301,2023,4,Bhutta,Bangalore,10,9069.76
Shatabdi Express,12909,2022,4,Hot Chocolate,Shimla,83,5583.62
Garib Rath,12595,2023,8,Lemonade,Amritsar,100,1509.52
Duronto Express,12001,2023,6,Samosa,Nagpur,63,5538.81
Sampark Kranti,12051,2023,10,Lemonade,Chandigarh,81,7581.22
Vande Bharat Express,12051,2022,8,Coffee,Guwahati,12,7081.4
Suvidha Express,82355,2022,7,Kachori,Kolkata,92,7305.7
Tejas Express,82355,2021,10,Jalebi,Guwahati,73,2853.35
Vande Bharat Express,12909,2021,4,Chai,Guwahati,60,875.86
Humsafar Express,12051,2022,2,Shikanji,Nagpur,11,1599.97
Suvidha Express,82355,2022,9,Juice,Chandigarh,58,9363.58
Duronto Express,12595,2022,2,Samosa,Chandigarh,40,6071.63
Humsafar Express,82355,2022,1,Coconut Water,Chennai,83,7172.68
Vande Bharat Express,22119,2023,8,Jhalmuri,Guwahati,89,8820.28
Sampark Kranti,12909,2023,10,Lassi,Ahmedabad,93,8374.51
Sampark Kranti,22439,2023,9,Thukpa,Kochi,12,2268.37
Duronto Express,12917,2022,1,Sugarcane Juice,Kochi,44,724.95
Jan Shatabdi Express,12201,2023,7,Jalebi,Bangalore,94,9071.16
Rajdhani Express,12917,2023,2,Tea,Shimla,45,9615.4
Tejas Express,12917,2021,6,Jhalmuri,Nagpur,73,5627.21
Jan Shatabdi Express,12301,2021,11,Vada Pav,Guwahati,41,8717.64
Sampark Kranti,22439,2023,5,Pakora,Shimla,27,2397.49
Sampark Kranti,82355,2023,1,Juice,Ahmedabad,43,1234.91
Garib Rath,12301,2023,2,Chai,Bangalore,65,4977.21
Humsafar Express,12917,2022,2,Pakora,Chandigarh,76,7974.35
Vande Bharat Express,22119,2021,10,Soup,Kochi,62,6467.63
Tejas Express,12201,2021,10,Ice Cream,Mumbai,76,6300.78
Duronto Express,12917,2021,6,Aam Panna,Raipur,100,334.14
Vande Bharat Express,12051,2023,11,Lassi,Pune,75,3222.2
Garib Rath,22439,2022,12,Jalebi,Amritsar,73,9209.46
Sampark Kranti,22439,2021,1,Lemonade,Chennai,76,1458.57
Duronto Express,22439,2021,11,Kachori,Raipur,90,7157.92
Sampark Kranti,12909,2022,4,Samosa,Ahmedabad,48,7475.04
Tejas Express,12909,2023,12,Shikanji,Bangalore,47,7220.17
Humsafar Express,12595,2023,10,Shikanji,Bangalore,49,9688.72
Vande Bharat Express,12001,2021,11,Pakora,Ahmedabad,28,4105.03
Vande Bharat Express,12201,2021,5,Chai,Kolkata,92,6732.72
Jan Shatabdi Express,12301,2022,2,Jalebi,Mumbai,14,2030.16
Duronto Express,82355,2021,2,Falooda,Chandigarh,78,4013.6
Rajdhani Express,12917,2022,7,Kachori,Kochi,23,4897.73
Garib Rath,12001,2021,7,Momo,Guwahati,100,2233.96
Rajdhani Express,82355,2021,6,Bhutta,Pune,58,8894.84
Jan Shatabdi Express,12301,2021,1,Juice,Pune,73,7060.04
Tejas Express,12001,2023,12,Sugarcane Juice,Raipur,66,2897.47
Garib Rath,82355,2022,12,Shikanji,Ahmedabad,44,1465.14
Humsafar Express,22119,2022,3,Aam Panna,Nagpur,94,2937.03
Rajdhani Express,12909,2023,9,Coffee,Shimla,14,6162.8
Humsafar Express,12301,2023,10,Coffee,Mumbai,97,8120.91
Rajdhani Express,12201,2023,1,Chilled Water,Chennai,48,5009.47
Humsafar Express,12051,2022,2,Shikanji,Chennai,33,1152.67
Rajdhani Express,22119,2021,8,Vada Pav,Nagpur,49,2565.93
Humsafar Express,12909,2023,7,Aam Panna,Mumbai,59,3488.36
Jan Shatabdi Express,22439,2023,9,Momo,Bangalore,86,6289.39
Suvidha Express,12909,2023,10,Jalebi,Chennai,67,2540.21
Garib Rath,12001,2021,12,Vada Pav,Bangalore,10,2417.82
Duronto Express,12595,2021,12,Tea,Shimla,52,2921
Tejas Express,22119,2023,4,Aam Panna,Amritsar,48,5869.63
Shatabdi Express,22439,2021,4,Bhutta,Amritsar,19,4908.03
Sampark Kranti,12001,2023,7,Jalebi,Kolkata,11,8267.48
Duronto Express,12301,2021,1,Kachori,Pune,72,6884.22
Sampark Kranti,12201,2022,10,Jalebi,Raipur,25,6584.76
Garib Rath,12909,2022,12,Aam Panna,Mumbai,46,1654.71
Duronto Express,12301,2021,9,Chai,Ahmedabad,25,697.69
Humsafar Express,22439,2022,2,Sugarcane Juice,Guwahati,96,5075.22
Humsafar Express,12001,2022,1,Chai,Kochi,99,855.69
Shatabdi Express,12595,2022,7,Coconut Water,Kolkata,89,3670.04
Sampark Kranti,12909,2023,6,Bhajji,Amritsar,36,417.43
Tejas Express,12201,2021,12,Coconut Water,Bangalore,72,1868
Garib Rath,12595,2021,3,Kachori,Mumbai,73,1228.46
Humsafar Express,82355,2021,1,Vada Pav,Kolkata,41,7876.19
Suvidha Express,12001,2022,12,Momo,Bangalore,18,3497.81
Jan Shatabdi Express,12301,2023,5,Jhalmuri,Guwahati,20,925.04
Jan Shatabdi Express,12909,2021,10,Soup,Raipur,79,2721.53
Rajdhani Express,12909,2022,4,Tea,Bhubaneswar,39,6738.64
Tejas Express,22439,2023,5,Falooda,Guwahati,24,7343.4
Jan Shatabdi Express,12201,2023,1,Soup,Shimla,68,1319.88
Rajdhani Express,12051,2021,1,Bhutta,Bhubaneswar,57,7660.39
Sampark Kranti,82355,2021,5,Hot Chocolate,Nagpur,91,3733
Humsafar Express,12595,2022,6,Bhutta,Chandigarh,85,6705.67
Humsafar Express,22119,2021,5,Jalebi,Chennai,69,6629.87
Suvidha Express,22119,2022,2,Shikanji,Pune,77,7805.03
Duronto Express,12909,2023,9,Thukpa,Pune,66,6877.01
Jan Shatabdi Express,22439,2023,5,Lassi,Guwahati,73,540.22
Sampark Kranti,12917,2023,11,Shikanji,Amritsar,63,5166.49
Vande Bharat Express,12909,2023,11,Juice,Raipur,89,1765.7
Jan Shatabdi Express,22119,2021,5,Thukpa,Bhopal,96,9502.75
Tejas Express,22119,2021,10,Juice,Guwahati,84,2628.69
Duronto Express,82355,2022,9,Chilled Water,Kolkata,63,4209.94
Jan Shatabdi Express,12301,2022,3,Pakora,Kochi,68,2059.49
Sampark Kranti,12917,2022,5,Ice Cream,Mumbai,97,1461.61
Jan Shatabdi Express,12909,2022,12,Lemonade,Bhubaneswar,95,5950.5
Tejas Express,82355,2022,5,Thukpa,Shimla,48,4913.32
Vande Bharat Express,22439,2023,2,Lemonade,Kolkata,24,3772.47
Garib Rath,82355,2023,11,Falooda,Raipur,88,988.3
Shatabdi Express,12909,2023,4,Falooda,Chandigarh,83,7250.26
Vande Bharat Express,12001,2022,11,Falooda,Guwahati,37,222.45
Rajdhani Express,12051,2023,11,Bhutta,Ahmedabad,45,4571.43
Jan Shatabdi Express,12909,2023,2,Vada Pav,Mumbai,63,6255.08
Humsafar Express,12201,2023,5,Momo,Kolkata,26,4312.01
Suvidha Express,22119,2023,10,Aam Panna,Bhopal,95,1380.94
Humsafar Express,12917,2021,12,Chai,Raipur,96,7657.34
Vande Bharat Express,12917,2022,2,Thukpa,Kochi,31,3284.29
Humsafar Express,12301,2022,10,Kachori,Chennai,84,1463.21
Sampark Kranti,12051,2021,9,Chilled Water,Bhubaneswar,45,5462.82
Humsafar Express,12201,2023,10,Ice Cream,Raipur,38,350.62
Duronto Express,22119,2023,6,Kachori,Mumbai,64,3285.45
Garib Rath,12917,2023,8,Momo,Chandigarh,51,7391.6
Jan Shatabdi Express,12201,2022,9,Chai,Ahmedabad,41,8951.64
Humsafar Express,82355,2022,8,Coconut Water,Bhopal,23,5861.92
Tejas Express,12301,2022,5,Vada Pav,Chennai,27,2260.76
Garib Rath,12909,2022,5,Samosa,Bangalore,47,2283.75
Garib Rath,12909,2022,6,Falooda,Pune,43,5978.82
Humsafar Express,12001,2021,1,Falooda,Kochi,54,4081.48
Garib Rath,22119,2022,11,Coconut Water,Shimla,96,1872.39
Suvidha Express,12201,2023,8,Falooda,Chennai,41,7745.39
Humsafar Express,12595,2022,2,Soup,Shimla,76,2093.58
Sampark Kranti,12917,2021,6,Hot Chocolate,Guwahati,72,3262.12
Vande Bharat Express,22439,2023,9,Coffee,Nagpur,64,757.39
Duronto Express,22439,2021,3,Shikanji,Ahmedabad,52,6917.33
Shatabdi Express,12909,2023,2,Thukpa,Bhopal,31,2815.84
Rajdhani Express,12595,2022,10,Sugarcane Juice,Raipur,96,2407.61
Garib Rath,22439,2021,5,Hot Chocolate,Chennai,77,3086.14
Sampark Kranti,12051,2023,11,Chilled Water,Nagpur,86,8580.27
Jan Shatabdi Express,12051,2022,9,Shikanji,Amritsar,38,5152.41
Jan Shatabdi Express,22119,2023,6,Kachori,Raipur,49,1685.84
Rajdhani Express,12595,2021,8,Thukpa,Shimla,54,7621.06
Duronto Express,12051,2021,8,Thukpa,Chennai,19,2172.61
Garib Rath,12051,2021,7,Sugarcane Juice,Kolkata,86,4136.48
Suvidha Express,12909,2021,5,Thukpa,Amritsar,54,5634.25
Rajdhani Express,22439,2022,2,Momo,Bangalore,26,5791.8
Duronto Express,22119,2023,10,Ice Cream,Shimla,11,830.57
Garib Rath,12201,2022,10,Kachori,Raipur,26,8220.98
Sampark Kranti,82355,2021,5,Falooda,Pune,99,4780.98
Vande Bharat Express,12917,2023,12,Chilled Water,Kochi,47,9688.49
Suvidha Express,12917,2021,7,Coconut Water,Bangalore,46,7072.02
Shatabdi Express,12301,2022,12,Chai,Kolkata,72,9720.33
Jan Shatabdi Express,82355,2022,12,Bhutta,Pune,14,4531.13
Tejas Express,82355,2022,7,Coconut Water,Raipur,34,1521.21
Sampark Kranti,12917,2023,11,Juice,Amritsar,82,7167
Jan Shatabdi Express,12917,2023,2,Soup,Chennai,31,7652.63
Humsafar Express,12201,2021,7,Aam Panna,Bhubaneswar,72,8375.28
Tejas Express,12595,2023,6,Aam Panna,Mumbai,44,3067.76
Jan Shatabdi Express,12595,2023,7,Jalebi,Shimla,64,5081.81
Duronto Express,12201,2022,11,Lemonade,Raipur,29,8420.24
Suvidha Express,22439,2021,8,Falooda,Nagpur,14,8489.84
Jan Shatabdi Express,82355,2022,4,Aam Panna,Bhubaneswar,48,413.31
Shatabdi Express,12001,2021,1,Coffee,Pune,72,6624.18
Vande Bharat Express,82355,2021,8,Ice Cream,Ahmedabad,41,5957.79
Duronto Express,12301,2023,8,Jalebi,Bhubaneswar,72,968.27
Sampark Kranti,12917,2022,3,Shikanji,Chandigarh,83,9119.37
Sampark Kranti,82355,2023,3,Shikanji,Nagpur,49,4453.14
Sampark Kranti,12917,2023,5,Lassi,Bangalore,26,6656.34
Sampark Kranti,82355,2023,3,Juice,Nagpur,88,8663.7
Vande Bharat Express,12301,2021,5,Bhajji,Guwahati,82,1418.6
Jan Shatabdi Express,22439,2022,8,Coffee,Chennai,41,8404.24
Garib Rath,12001,2022,1,Aam Panna,Amritsar,32,7138.09
Jan Shatabdi Express,12051,2023,2,Pakora,Kolkata,84,8247.81
Humsafar Express,12201,2021,2,Coffee,Bhubaneswar,69,4929.26
Suvidha Express,12201,2022,12,Bhutta,Nagpur,86,488.4
Tejas Express,12001,2022,4,Aam Panna,Nagpur,91,6620.32
Garib Rath,82355,2023,9,Chai,Pune,65,3771.25
Garib Rath,12051,2021,2,Bhutta,Pune,18,4039.65
Jan Shatabdi Express,12301,2023,12,Falooda,Kolkata,78,4413.57
Garib Rath,12595,2022,11,Coconut Water,Guwahati,71,4910.72
Rajdhani Express,82355,2021,12,Soup,Shimla,73,6537.71
Rajdhani Express,22439,2023,9,Ice Cream,Guwahati,31,7161.86
Humsafar Express,12917,2022,7,Momo,Chandigarh,41,7643.79
Tejas Express,22119,2023,10,Coconut Water,Chandigarh,56,6630.81
Shatabdi Express,82355,2023,8,Thukpa,Guwahati,11,7900.2
Vande Bharat Express,22119,2023,1,Chai,Mumbai,94,1341.86
Jan Shatabdi Express,82355,2021,5,Falooda,Amritsar,61,8221.1
Vande Bharat Express,12001,2022,9,Shikanji,Chandigarh,97,3893.94
Shatabdi Express,22119,2022,12,Juice,Guwahati,97,5255.97
Jan Shatabdi Express,82355,2022,4,Lassi,Pune,23,4341.55
Jan Shatabdi Express,12201,2022,2,Chilled Water,Guwahati,46,4745.23
Tejas Express,22119,2021,6,Pakora,Nagpur,36,2913.54
Vande Bharat Express,82355,2023,2,Hot Chocolate,Bhubaneswar,33,1801.99
Rajdhani Express,12595,2022,3,Shikanji,Chandigarh,73,1175.77
Sampark Kranti,12917,2021,8,Samosa,Shimla,79,4511.15
Vande Bharat Express,12595,2023,3,Pakora,Chennai,35,1371.81
Suvidha Express,12051,2021,2,Coffee,Shimla,63,2524.29
Suvidha Express,82355,2021,6,Coconut Water,Kolkata,24,1452.24
Jan Shatabdi Express,12909,2022,3,Thukpa,Kolkata,38,1216.46
Sampark Kranti,22439,2022,1,Aam Panna,Bhopal,83,8660.46
Duronto Express,12595,2023,12,Shikanji,Shimla,37,6654.11
Shatabdi Express,22119,2023,3,Chilled Water,Amritsar,68,9057.98
Humsafar Express,12001,2022,6,Vada Pav,Nagpur,82,6365.2
Sampark Kranti,22439,2021,3,Bhajji,Bhopal,30,8289.77
Humsafar Express,12909,2022,9,Aam Panna,Bhopal,19,5511.26
Vande Bharat Express,12301,2023,7,Samosa,Nagpur,13,4619.26
Vande Bharat Express,82355,2021,5,Jalebi,Pune,71,5253.09
Humsafar Express,12001,2021,2,Falooda,Chennai,13,3248.5
Shatabdi Express,82355,2021,9,Chai,Raipur,15,6499.58
Sampark Kranti,12051,2022,5,Aam Panna,Mumbai,99,8802.09
Duronto Express,12909,2022,7,Lassi,Raipur,89,7696.84
Jan Shatabdi Express,82355,2023,9,Sugarcane Juice,Kochi,81,4613.19
Tejas Express,22119,2021,4,Chai,Mumbai,25,9348.3
Vande Bharat Express,12051,2021,9,Jhalmuri,Chandigarh,47,9651.55
Suvidha Express,12201,2022,1,Aam Panna,Guwahati,58,4912.56
Shatabdi Express,12301,2023,12,Vada Pav,Bangalore,70,8488.91
Tejas Express,12909,2023,6,Kachori,Ahmedabad,74,212
Duronto Express,12917,2021,2,Bhajji,Nagpur,92,807.69
Garib Rath,12001,2022,8,Sugarcane Juice,Mumbai,59,381.6
Jan Shatabdi Express,12595,2021,5,Jhalmuri,Raipur,26,7608.38
Vande Bharat Express,82355,2022,3,Jhalmuri,Chennai,37,934.02
Jan Shatabdi Express,12001,2023,2,Bhutta,Mumbai,53,330.2
Tejas Express,12001,2021,8,Momo,Pune,21,1585.1
Jan Shatabdi Express,12917,2021,7,Momo,Chandigarh,79,3114.41
Garib Rath,12917,2021,9,Chilled Water,Guwahati,80,4639.19
Tejas Express,12051,2023,8,Chilled Water,Bhopal,81,795.64
Vande Bharat Express,12909,2021,11,Falooda,Kolkata,12,4969.17
Sampark Kranti,22119,2023,4,Vada Pav,Shimla,58,2553.87
Suvidha Express,12301,2022,2,Thukpa,Bangalore,30,2807.12
Tejas Express,12917,2023,2,Jhalmuri,Mumbai,17,8077.53
Rajdhani Express,12917,2022,2,Thukpa,Shimla,73,9665.99
Garib Rath,12595,2023,11,Shikanji,Chennai,68,4631.13
Tejas Express,12201,2023,12,Momo,Kochi,39,3263.37
Tejas Express,12917,2021,6,Aam Panna,Mumbai,41,9132
Rajdhani Express,12201,2023,7,Vada Pav,Chennai,84,4983.29
Vande Bharat Express,12051,2021,12,Jalebi,Bhopal,29,7196.3
Tejas Express,22119,2022,6,Thukpa,Chennai,25,4148.65
Suvidha Express,12001,2022,2,Chilled Water,Chennai,34,2115.77
Jan Shatabdi Express,12917,2021,4,Coconut Water,Bhubaneswar,69,6469.86
Vande Bharat Express,82355,2022,3,Bhutta,Pune,54,6565.71
Suvidha Express,12201,2023,11,Chai,Guwahati,18,4595.71
Vande Bharat Express,12595,2021,4,Jhalmuri,Guwahati,60,2764.56
Suvidha Express,12301,2021,5,Lassi,Mumbai,70,8172.93
Garib Rath,12595,2021,7,Tea,Ahmedabad,49,2816.23
Suvidha Express,12917,2022,9,Jhalmuri,Amritsar,70,6509.7
Humsafar Express,12909,2022,11,Samosa,Guwahati,76,3862.24
Suvidha Express,12001,2023,2,Samosa,Kolkata,89,4714.08
Sampark Kranti,22119,2023,8,Thukpa,Kolkata,85,2201
Sampark Kranti,82355,2021,3,Pakora,Bangalore,24,6417.83
Shatabdi Express,12909,2023,9,Thukpa,Nagpur,62,2339.83
Humsafar Express,12595,2022,10,Bhutta,Bhopal,13,4841.46
Humsafar Express,12201,2023,12,Vada Pav,Bhubaneswar,32,3327.76
Jan Shatabdi Express,12201,2022,4,Momo,Ahmedabad,36,9441.54
Humsafar Express,12909,2023,3,Jhalmuri,Kolkata,46,9620.72
Jan Shatabdi Express,12201,2022,10,Vada Pav,Chandigarh,86,7419.02
Shatabdi Express,12595,2022,6,Soup,Bhubaneswar,52,9637.05
Shatabdi Express,12909,2023,10,Bhajji,Pune,46,1259.09
Garib Rath,12595,2023,9,Falooda,Raipur,94,9717.98
Sampark Kranti,82355,2022,7,Coconut Water,Kolkata,38,1162.89
Suvidha Express,12001,2021,4,Jhalmuri,Chennai,38,4165.13
Suvidha Express,12301,2023,3,Pakora,Bhopal,58,2466.14
Rajdhani Express,82355,2022,10,Lassi,Raipur,84,9347.59
Rajdhani Express,82355,2023,4,Momo,Raipur,60,6286.05
Duronto Express,12201,2023,3,Samosa,Bhubaneswar,59,5913.9
Vande Bharat Express,12917,2023,12,Soup,Bangalore,37,9767.2
Garib Rath,22439,2023,3,Lemonade,Amritsar,83,6061.16
Duronto Express,12201,2023,12,Ice Cream,Mumbai,14,6385.87
Duronto Express,12917,2021,9,Bhajji,Kolkata,65,597.07
Tejas Express,12595,2021,4,Kachori,Nagpur,73,8435.11
Tejas Express,22439,2021,9,Aam Panna,Bhubaneswar,98,9503.95
Duronto Express,12201,2022,12,Hot Chocolate,Bangalore,26,9409.82
Humsafar Express,22439,2021,10,Lassi,Kolkata,98,2294.39
Vande Bharat Express,22439,2021,5,Coconut Water,Pune,64,2340.69
Garib Rath,12051,2022,7,Chilled Water,Raipur,18,3689.57
Duronto Express,12001,2021,5,Jhalmuri,Ahmedabad,100,3152.09
Suvidha Express,12051,2023,1,Chilled Water,Shimla,98,3107.86
